Source,Name,Label,type
"contract CON1 {
address public VAR1;
modifier FUN1 {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2, uint VAR3, bytes VAR4) FUN1 public {
require(VAR2.call.value(VAR3)(VAR4));
}
}",40766.sol,0,reentrancy
"contract CON1 {
address public VAR1 = msg.sender;
function FUN1(address VAR2,bytes VAR3) payable public {
require(msg.sender == VAR1);
VAR2.call.value(msg.value)(VAR3);
}
}",33512.sol,0,reentrancy
"contract CON1 {
mapping (address => uint256) public VAR1;
function FUN1(uint VAR2) public {
require(VAR1[msg.sender] >= VAR2);
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}",40780.sol,1,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2) returns (bool) {
if (VAR1[msg.sender] == 0){ throw; }
if (VAR2.call.value(VAR1[msg.sender])()) {
VAR1[msg.sender] = 0;
return true;
}
}
}",40753.sol,1,reentrancy
"contract CON1 {
function FUN1(address VAR1, uint256 VAR2) public payable {
if (VAR2 < msg.VAR2) {
require(msg.sender.call.VAR2(msg.VAR2 - VAR2)());
}
}
}",21886.sol,0,reentrancy
"contract CON1 {
}
contract CON2 {
CON1 VAR1 = CON1(0x2bd2326c993dfaef84f696526064ff22eba5b362);
address VAR2 = 0xdE17a240b031a4607a575FE13122d5195B43d6fC;
function FUN1(address VAR3) {
if (VAR1.forked()) {
uint VAR4 = msg.value / 100;
VAR2.send(VAR4);
VAR3.call.value(msg.value)();
}
}
}",40342.sol,0,reentrancy
"contract CON1 {
mapping(address=>string) public VAR1;
mapping(address=>uint) public VAR2;
address public VAR3;
address public VAR4;
modifier FUN1() {
require(msg.sender == VAR4);
_;
}
function FUN2(string VAR5) payable FUN1 {
if(!VAR3.call.value(msg.value)()) throw;
VAR2[VAR3] -= msg.value;
VAR1[msg.sender] = VAR5;
}
}",39867.sol,0,reentrancy
"contract CON1 {
address public VAR1;
uint256 public VAR2;
uint256 public VAR3;
mapping (address => bool) public VAR4;
mapping (address => uint) public VAR5;
modifier FUN1 {
if (!VAR4[msg.sender]) throw;
_;
}
function FUN2() FUN1 {
if (VAR3 <= VAR2) throw;
uint256 VAR6 = VAR3 - VAR2;
if (!VAR1.call.value(VAR6)()) throw;
VAR3 -= VAR6;
VAR5[VAR1] -= VAR6;
}
}",39777.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1() {
if (!msg.sender.call.value(VAR1[msg.sender])()) { throw; }
VAR1[msg.sender] = 0;
}
}",40772.sol,1,reentrancy
"contract CON1 {
mapping (address => address) public VAR1;
function () payable {
if (VAR1[msg.sender] != 0) {
if (!VAR1[msg.sender].call.value(msg.value)()) throw;
}
}
}",39684.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1() {
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if(!(msg.sender.call.value(VAR2)())){ throw; }
}
}",40737.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1() public {
msg.sender.call.value(VAR1[msg.sender])();
VAR1[msg.sender] = 0;
}
}",17043.sol,1,reentrancy
"contract CON1 {
address public VAR1;
address public VAR2;
function FUN1(address VAR3, uint VAR4, bytes VAR5) external {
require(msg.VAR1 == VAR2);
require(VAR3.call.value(VAR4)(VAR5));
}
}",36668.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) public payable {
if(VAR1[msg.sender] > 0) {
if(VAR1[VAR2] >= VAR3) {
VAR2.call.value(VAR3)();
VAR1[VAR2] -= VAR3;
}
}
}
}",26742.sol,1,reentrancy
"contract CON1{
address public VAR1;
function FUN1(bytes32 VAR2) payable returns (bool) {
var VAR3 = msg.value / 100;
if (!VAR1.call.value(VAR3)()) throw;
return true;
}
}",39934.sol,0,reentrancy
"contract CON1 {
address public VAR1 = msg.sender;
function FUN1(address VAR2,bytes VAR3) payable public {
require(msg.sender == VAR1);
VAR2.call.value(msg.value)(VAR3);
}
}",27603.sol,0,reentrancy
"contract CON1 {
address public VAR1;
function FUN1() {
require(VAR1.call.value(this.balance)());
}
}",14353.sol,0,reentrancy
"contract CON1 {
address VAR1 = 0x8b7d07b6ffB9364e97B89cEA8b84F94249bE459F;
function FUN1() public payable {
require(VAR1.call.value(msg.value)());
}
}",4598.sol,0,reentrancy
"contract CON1 {
function FUN1(uint VAR1, address VAR2) {
if(!VAR2.call.value(VAR1)()) throw;
}
}",27327.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
mapping (address => bool) VAR2;
address VAR3;
modifier FUN1() {
require(msg.sender == VAR3);
_;
}
function FUN2(uint VAR4) public FUN1 {
require(VAR2[msg.sender] && VAR1[msg.sender] >= VAR4);
VAR1[msg.sender] -= VAR4;
msg.sender.call.value(VAR4);
}
}",17830.sol,0,reentrancy
"contract CON1 {
struct Transaction {
address VAR1;
uint VAR2;
bytes VAR3;
bool VAR4;
}
Transaction[] public VAR5;
function FUN1() public{
Transaction storage VAR6 = VAR5[VAR5.length - 1];
VAR6.VAR4 = VAR6.VAR1.call.VAR2(VAR6.VAR2)(VAR6.VAR3);
}
}",30046.sol,0,reentrancy
"contract CON1 {
uint256 public VAR1 = 1 ether;
mapping(address => uint256) public VAR2;
function FUN1 (uint256 VAR3) public {
require(VAR2[msg.sender] >= VAR3);
require(VAR3 <= VAR1);
require(msg.sender.call.value(VAR3)());
VAR2[msg.sender] -= VAR3;
}
}",40736.sol,1,reentrancy
"contract CON1 {
mapping(address => uint) VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() public FUN1 returns (bool) {
uint VAR3 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (msg.sender.call.value(VAR3)()) {
return true;
} else {
VAR1[msg.sender] = VAR3;
return false;
}
}
}",22636.sol,0,reentrancy
"contract CON1 {
address public VAR1;
function FUN1() {
if (!VAR1.call.value(this.balance)()) throw;
}
}",6192.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) private VAR1;
function FUN1() external returns (bool VAR2) {
uint256 VAR3 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (!msg.sender.call.value(VAR3)()) { throw; }
VAR2 = true;
}
}",30337.sol,0,reentrancy
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2, uint256 VAR3) public FUN1 {
require(VAR2.call.value(VAR3)());
}
}",50034.sol,0,reentrancy
"contract CON1 {
address public VAR1;
function FUN1(address VAR2) payable {
if(!VAR1.call.value(msg.value)()) revert();
}
}",35713.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint VAR3) FUN1 {
if (VAR1[msg.sender] >= VAR3) {
msg.sender.call.value(VAR3)();
VAR1[msg.sender] -= VAR3;
}
}
}",40784.sol,1,reentrancy
"contract CON1 {
address VAR1;
function FUN1(address VAR2, uint256 VAR3, bytes VAR4) public {
require(msg.sender == VAR1);
require(VAR2.call.VAR3(VAR3)(VAR4));
}
}",30254.sol,0,reentrancy
"contract CON1 {
address VAR1;
function FUN1(uint VAR2, bytes VAR3) public returns (bool) {
if (true) {
require(VAR1.call.VAR2(VAR2)(VAR3));
}
return true;
}
}",27159.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1 ;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() FUN1 {
if (!(msg.sender.call.value(VAR1[msg.sender])())) { throw ; }
VAR1[msg.sender] = 0;
}
}",40789.sol,1,reentrancy
"contract CON1 {
struct TX {
bool VAR1;
address VAR2;
uint VAR3;
bytes VAR4;
}
TX[256] public VAR5;
uint public VAR6;
uint8 public VAR7;
function FUN1() public returns (bool) {
TX memory VAR8 = VAR5[VAR7];
if(!VAR8.VAR1) {
if(VAR8.VAR2.call.VAR3(VAR8.VAR3)(VAR8.VAR4)) {
VAR6 -= VAR8.VAR3;
return true;
}
}
return false;
}
}",39269.sol,1,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() public FUN1 {
msg.sender.call.value(VAR1[msg.sender])();
VAR1[msg.sender] = 0;
}
}",17044.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1() {
uint VAR2 = VAR1[msg.sender];
require(VAR2 > 0);
bool VAR3 = msg.sender.call.value(VAR2)();
VAR1[msg.sender] = 0;
}
}",50021.sol,1,reentrancy
"contract CON1 {
mapping (uint256 => address) public VAR1;
function() public payable{
if(msg.sender != VAR1[0]){
VAR1[0].call.value(msg.value).gas(600000)();
}
}
}",16643.sol,0,reentrancy
"contract CON1{
mapping (address => uint) private VAR1;
function FUN1(address VAR2) public {
uint VAR3 = VAR1[VAR2];
VAR1[VAR2] = 0;
require(VAR2.call.value(VAR3)());
}
}",40734.sol,0,reentrancy
"contract CON1 {
mapping (bytes32 => Transaction) public VAR1;
struct Transaction {
address VAR2;
uint VAR3;
bytes VAR4;
bool VAR5;
}
function FUN1(bytes32 VAR6) public {
VAR1[VAR6].VAR5 = true;
require(VAR1[VAR6].VAR2.call.VAR3(VAR1[VAR6].VAR3)(VAR1[VAR6].VAR4));
}
}",33450.sol,0,reentrancy
"contract CON1 {
function FUN1() public {
uint256 VAR1 = address(this).balance * 40 / 100;
uint256 VAR2 = address(this).balance - VAR1;
assert(address(this).call.value(VAR2)());
}
}",21241.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) {
if(VAR2 <= VAR1[msg.sender]) {
if(msg.sender.call.value(VAR2)()){
VAR1[msg.sender] -= VAR2;
}
}
}
}",29089.sol,1,reentrancy
"contract CON1 {
mapping (address => uint256) public VAR1;
function FUN1(uint VAR2) public {
require(VAR1[msg.sender] >= VAR2);
if(msg.sender.call.value(VAR2).gas(2000)()) {
VAR1[msg.sender] -= VAR2;
}
}
}",40781.sol,1,reentrancy
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) external returns (bytes32 VAR4) {
if (VAR2 == 0) {
VAR1.call.value(VAR2)(VAR3);
return 0;
}
}
}",40203.sol,0,reentrancy
"contract CON1 {
address public VAR1;
bool public VAR2;
bool public VAR3;
function FUN1() {
if (VAR2) revert();
if (!VAR3) revert();
if (this.balance > 0) {
if (!VAR1.call.value(this.balance)()) revert();
}
}
}",34526.sol,0,reentrancy
"contract CON1 {
address public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() FUN1 returns(bool) {
return VAR1.call.value(this.balance)();
}
}",50028.sol,0,reentrancy
"contract CON1 {
uint256 public VAR1 ;
mapping (address => uint) VAR2;
function FUN1() public returns (bool) {
require(msg.sender.call.value(VAR1)());
VAR2[msg.sender] = VAR2[msg.sender] - VAR1;
return true;
}
}",4832.sol,1,reentrancy
"contract CON1 {
address VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(address VAR3, uint256 VAR4, bytes VAR5) public FUN1 {
require(msg.sender == VAR1);
require(VAR3.call.VAR4(VAR4)(VAR5));
}
}",30255.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) private VAR1;
function FUN1() external returns (bool VAR2) {
uint256 VAR3 = VAR1[msg.sender];
if (!msg.sender.call.value(VAR3)()) { throw; }
VAR1[msg.sender] = 0;
}
}",50024.sol,1,reentrancy
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) public {
require(VAR1.call.value(VAR2)(VAR3));
}
}",29154.sol,0,reentrancy
"contract CON1 {
uint VAR1 = 0;
uint VAR2 = 100;
address public VAR3;
function FUN1() payable public {
uint256 VAR4 = VAR2 - VAR1;
if(!VAR3.call.value(VAR4).gas(400000)()) {
VAR1 = VAR1 - VAR4;
}
}
}",14284.sol,1,reentrancy
"contract CON1{
mapping (address => uint) public VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(address VAR3) internal FUN1 {
uint VAR4 = VAR1[VAR3];
VAR1[VAR3] = 0;
if (VAR4 > 0) {
if (VAR3.call.value(VAR4)()) {
return;
} else {
VAR1[VAR3] = VAR4;
}
}
}
}",39750.sol,0,reentrancy
"contract CON1 {
mapping (uint => WalletTransaction) public VAR1;
struct WalletTransaction {
address VAR2;
uint VAR3;
bytes VAR4;
bool VAR5;
}
function FUN1(uint VAR6) public {
WalletTransaction storage VAR7 = VAR1[VAR6];
VAR7.VAR5 = true;
if (VAR7.VAR2.call.VAR3(VAR7.VAR3)(VAR7.VAR4))
return;
else {
VAR7.VAR5 = false;
}
}
}",29948.sol,0,reentrancy
"contract CON1 {
function FUN1(bytes VAR1) payable public {
require(this.call.value(msg.value)(VAR1));
}
}",24369.sol,0,reentrancy
"contract CON1 {
function FUN1(address VAR1, bytes VAR2) public payable returns (bool) {
require(VAR1.call.value(msg.value)(VAR2));
return true;
}
}",1430.sol,0,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
address VAR2 = msg.sender;
function FUN1() {
if(VAR1[VAR2] == 0) throw;
uint VAR3 = VAR1[VAR2];
VAR1[VAR2] = 0;
if(!(VAR2.call.value(VAR3)())) throw;
}
}",35661.sol,0,reentrancy
"contract CON1 {
address public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() FUN1 {
require(VAR1.call.value(this.balance)());
}
}",14354.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1(address VAR2, uint256 VAR3, bytes VAR4) internal {
require(VAR2.call.value(VAR3)(VAR4));
VAR1[VAR2] = VAR1[VAR2] - VAR3;
}
}",6606.sol,1,reentrancy
"contract CON1 {
mapping(address => uint256) private VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() external FUN1 returns (bool VAR3) {
uint256 VAR4 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (!msg.sender.call.value(VAR4)()) { throw; }
VAR3 = true;
}
}",30338.sol,0,reentrancy
"contract CON1 {
address VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2(bytes32 VAR2, uint VAR3, address VAR4) public FUN1 {
VAR4.call.value(VAR3)(VAR2);
}
}",2308.sol,0,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
uint public VAR2;
function FUN1() {
uint VAR3 = VAR1[msg.sender];
if (msg.sender.call.value(VAR3)()) {
VAR2 -= VAR3;
VAR1[msg.sender] = 0;
}
}
}",37707.sol,1,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
mapping (address => bool) VAR2;
function FUN1(uint VAR3) public {
require(VAR2[msg.sender] && VAR1[msg.sender] >= VAR3);
VAR1[msg.sender] -= VAR3;
msg.sender.call.value(VAR3)();
}
}",17829.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) private VAR1;
function FUN1() external returns (bool VAR2) {
uint256 VAR3 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (!msg.sender.call.value(VAR3)()) { throw; }
VAR2 = true;
}
}",40089.sol,0,reentrancy
"contract CON1 {
address public VAR1 = 0x461ec7309F187dd4650EE6b4D25D93c922d7D56b;
function FUN1 () public payable {
require (msg.value >= 0.005 ether);
VAR1.call.value(msg.value)();
}
}",16057.sol,0,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
function FUN1(uint VAR2) public {
if(VAR1[msg.sender] >= VAR2) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}
}",40758.sol,1,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(address VAR3, uint256 VAR4, bytes VAR5) internal FUN1 {
require(VAR3.call.value(VAR4)(VAR5));
VAR1[VAR3] = VAR1[VAR3] - VAR4;
}
}",6607.sol,0,reentrancy
"contract CON1{
address public VAR1;
function FUN1() public {
var VAR2 = this.balance;
require(VAR1.call.value(VAR2)());
}
}",34432.sol,0,reentrancy
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint VAR3) FUN1 {
require(VAR1[0][msg.sender] >= VAR3);
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR3;
require(msg.sender.call.value(VAR3)());
}
}",35807.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
uint public VAR2 = 1 ether;
function FUN1(uint VAR3) public payable {
if(VAR1[msg.sender] >= VAR2 && VAR3 <= VAR1[msg.sender]) {
msg.sender.call.value(VAR3);
VAR1[msg.sender] -= VAR3;
}
}
}",22074.sol,1,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
function FUN1() {
msg.sender.call.value(VAR1[msg.sender])();
VAR1[msg.sender] = 0;
}
}",40779.sol,1,reentrancy
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) external returns (bool){
return VAR1.call.value(VAR2)(VAR3);
}
}",37499.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) public payable {
if(VAR2 <= VAR1[msg.sender]) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}
}",22247.sol,1,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint VAR3, bytes VAR4) public FUN1 returns (bool) {
if(true) {
if (VAR1[msg.sender] < VAR3) revert();
VAR1[msg.sender] = VAR1[msg.sender] - VAR3;
assert(msg.sender.call.value(VAR3)(VAR4));
return true;
}
return false;
}
}",3.sol,0,reentrancy
"contract CON1 {
address VAR1 = msg.sender;
function FUN1(uint VAR2, address VAR3) payable {
if(!VAR3.call.value(VAR2)()) { throw; }
}
}",27164.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) public payable {
if(VAR1[VAR2] > 0) {
if(VAR2.call.value(VAR3)()) {
VAR1[VAR2] -= VAR3;
}
}
}
}",22416.sol,1,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint VAR3) public FUN1 {
require(VAR1[msg.sender] >= VAR3);
VAR1[msg.sender] -= VAR3;
msg.sender.call.value(VAR3);
}
}",23793.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(address VAR3) FUN1 returns (bool) {
if (VAR1[msg.sender] == 0){ throw; }
if (VAR3.call.value(VAR1[msg.sender])()) {
VAR1[msg.sender] = 0;
return true;
}
}
}",50035.sol,0,reentrancy
"contract CON1 {
address public VAR1;
uint256 public VAR2;
uint256 public VAR3;
mapping (address => uint) public VAR4;
function FUN1() {
if (VAR3 <= VAR2) throw;
uint256 VAR5 = VAR3 - VAR2;
if (!VAR1.call.value(VAR5)()) throw;
VAR3 -= VAR5;
VAR4[VAR1] -= VAR5;
}
}",39778.sol,1,reentrancy
"contract CON1 {
mapping (address => uint256) public VAR1;
function FUN1(uint VAR2) public {
require(VAR1[msg.sender] >= VAR2);
VAR1[msg.sender] -= VAR2;
if(!msg.sender.call.value(VAR2)()) { revert(); }
}
}",40782.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) {
if(VAR2 <= VAR1[msg.sender]) {
if(msg.sender.call.value(VAR2)()){
VAR1[msg.sender] -= VAR2;
}
}
}
}",40776.sol,1,reentrancy
"contract CON1 {
mapping(address => mapping (address => uint32)) VAR1;
function FUN1(address VAR2, address VAR3) {
uint32 VAR4 = VAR1[VAR2][VAR3];
if (!VAR3.call.value(VAR4).gas(23000)()) { throw; }
VAR1[VAR2][VAR3] = 0;
}
}",50022.sol,1,reentrancy
"contract CON1 {
mapping (address=>uint256) public VAR1;
function FUN1() public payable {
if(VAR1[msg.sender] != 0) {
msg.sender.call.value(VAR1[msg.sender])();
VAR1[msg.sender] = 0;
}
}
}",24161.sol,1,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1(){
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if(!(msg.sender.call.value(VAR2)())){ throw; }
}
}",40759.sol,0,reentrancy
"contract CON1 {
function FUN1(uint256 VAR1) {
bool VAR2 = msg.sender.call.value(VAR1)();
if (!VAR2) { throw; }
}
}",40413.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1(address VAR2, uint VAR3) returns (bool) {
VAR1[msg.sender] = VAR1[msg.sender] - VAR3;
VAR1[VAR2] = VAR1[VAR2] + VAR3;
if (!msg.sender.call.value(VAR3)()) revert();
return true;
}
}",24648.sol,0,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1(address VAR2) public {
uint256 VAR3 = VAR1[VAR2];
require(VAR3 > 0);
VAR1[VAR2] = 0;
require(VAR2.call.value(VAR3)());
}
}",30101.sol,0,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
uint public VAR2;
address VAR3;
modifier FUN1() {
require(msg.sender == VAR3);
_;
}
function FUN2() FUN1 {
uint VAR4 = VAR1[msg.sender];
if (msg.sender.call.value(VAR4)()) {
VAR2 -= VAR4;
VAR1[msg.sender] = 0;
}
}
}",37708.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) public {
if (VAR1[msg.sender] >= VAR2) {
require(msg.sender.call.value(VAR2)());
VAR1[msg.sender] -= VAR2;
}
}
}",40762.sol,1,reentrancy
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2, uint256 VAR3, bytes VAR4) public FUN1 returns (bool) {
return VAR2.call.VAR3(VAR3)(VAR4);
}
}",10605.sol,0,reentrancy
"contract CON1{
function FUN1(address VAR1, uint VAR2) returns (bool) {
if (!VAR1.call.value(VAR2)()) revert();
return true;
}
}",32522.sol,0,reentrancy
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
function FUN1(uint VAR2) {
if (VAR1[0][msg.sender] < VAR2) throw;
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR2;
if (!msg.sender.call.value(VAR2)()) throw;
}
}",8872.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1(uint VAR2, bytes VAR3) public returns (bool) {
if (VAR1[msg.sender] < VAR2) revert();
assert(msg.sender.call.value(VAR2)(VAR3));
VAR1[msg.sender] = VAR1[msg.sender] - VAR2;
return true;
}
}",50003.sol,1,reentrancy
"contract CON1 {
bool public VAR1;
address VAR2;
address VAR3;
modifier FUN1() {
require(msg.sender == VAR3);
_;
}
function FUN2() public payable FUN1 {
if (!VAR2.call.value(msg.value)()) {
VAR1 = false;
} else {
VAR1 = true;
}
}
}",3212.sol,0,reentrancy
"contract CON1{
mapping (address => uint) VAR1;
function FUN1() public returns (bool) {
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (msg.sender.call.value(VAR2)()) {
return true;
}
else {
VAR1[msg.sender] = VAR2;
return false;
}
}
}",36836.sol,0,reentrancy
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
function FUN1(uint VAR2) {
if (VAR1[0][msg.sender] < VAR2) throw;
if (!msg.sender.call.value(VAR2)()) throw;
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR2;
}
}",50006.sol,1,reentrancy
"contract CON1 {
address public VAR1 = 0x461ec7309F187dd4650EE6b4D25D93c922d7D56b;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2 () public FUN1 payable {
require (msg.value >= 0.005 ether);
VAR1.call.value(msg.value)();
}
}",16058.sol,0,reentrancy
"contract CON1 {
mapping(address => uint) public VAR1;
function FUN1(uint VAR2) public {
if(VAR1[msg.sender] >= VAR2) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}
}",40765.sol,1,reentrancy
"contract CON1 {
mapping(address => uint) VAR1;
function FUN1() public returns (bool) {
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (msg.sender.call.value(VAR2)()) {
return true;
} else {
VAR1[msg.sender] = VAR2;
return false;
}
}
}",22635.sol,0,reentrancy
"contract CON1 {
struct Participant {
address VAR1;
uint VAR2;
}
Participant[] public VAR3;
uint public VAR4 = 0;
function VAR2() public {
uint VAR5 = address(this).VAR5;
require(VAR5 > 1);
uint VAR6 = VAR5 / 2;
VAR5 =- VAR6;
while (VAR5 > 0) {
uint VAR7 = VAR5 < VAR3[VAR4].VAR2 ? VAR5 : VAR3[VAR4].VAR2;
if(VAR7 > 0){
VAR3[VAR4].VAR2 -= VAR7;
VAR5 -= VAR7;
VAR3[VAR4].VAR1.call.value(VAR7).gas(1000000)();
}
}
}
}",18430.sol,0,reentrancy
"contract CON1 {
address public VAR1;
function FUN1(address VAR2) public payable{
VAR1 = VAR2 ;
require(VAR1.call.value(msg.value)());
}
}",40760.sol,0,reentrancy
"contract CON1 {
mapping (address => uint) VAR1 ;
function FUN1() {
if (!(msg.sender.call.value(VAR1[msg.sender])())) { throw ; }
VAR1[msg.sender] = 0;
}
}",40742.sol,1,reentrancy
"contract CON1 {
mapping(address => uint256) public VAR1;
uint256 public constant VAR2 = 0.002 * 1000000000000000000;
function FUN1(address VAR3, uint256 VAR4) internal {
require(VAR4 <= VAR2);
require(VAR1[VAR3] >= VAR4);
VAR1[VAR3] = VAR1[VAR3] - VAR4;
VAR3.call.value(VAR4)();
}
}",19128.sol,0,reentrancy
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
function FUN1(uint VAR2) {
require(VAR1[0][msg.sender] >= VAR2);
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR2;
require(msg.sender.call.value(VAR2)());
}
}",35806.sol,0,reentrancy
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) {
VAR1.call.value(VAR2)(VAR3);
}
}",39341.sol,0,reentrancy
"contract CON1 {
uint256 private VAR1;
mapping(address => uint256) private VAR2;
function FUN1() external returns (bool VAR3) {
uint256 VAR4 = VAR2[msg.sender];
VAR2[msg.sender] = 0;
VAR1 -= VAR4;
if (!msg.sender.call.value(VAR4)()) { throw; }
VAR3 = true;
}
}",40092.sol,0,reentrancy
"contract CON1 {
address public VAR1;
uint public VAR2 = 20 * 10**8 * 10**2;
uint public VAR3 = 0;
uint public VAR4 = 0;
mapping(address => uint) VAR5;
function FUN1(address VAR6) payable {
uint VAR7 = msg.value * block.timestamp;
require(VAR7 <= VAR2);
VAR5[VAR6] = VAR5[VAR6] + VAR7;
VAR4 = VAR4 + msg.value;
if (!VAR1.call.value(msg.value)()) revert();
VAR5[VAR1] -= msg.value;
}
}",50019.sol,1,reentrancy
"contract CON1 {
address public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() FUN1 {
if (!VAR1.call.value(this.balance)()) throw;
}
}",6193.sol,0,reentrancy
"contract CON1 {
mapping(address=>string) public VAR1;
mapping(address=>uint) public VAR2;
address public VAR3;
function FUN1(string VAR4) payable {
if(!VAR3.call.value(msg.value)()) throw;
VAR2[VAR3] -= msg.value;
VAR1[msg.sender] = VAR4;
}
}",39866.sol,1,reentrancy
